320	0.00
325	0.01
330	0.02
335	0.05
340	0.12
345	0.36
350	0.52
355	0.52
360	0.71
365	0.92
370	1.00
375	0.88
380	0.83
385	0.84
390	0.77
395	0.63
400	0.53
405	0.45
410	0.39
415	0.34
420	0.3
425	0.24
430	0.19
435	0.14
440	0.11
445	0.08
450	0.06
455	0.05
460	0.04
465	0.03
470	0.02
475	0.02
480	0.02
485	0.02
490	0.02
495	0.01
500	0.01
