375	0.016
380	0.060
385	0.141
390	0.423
395	0.786
400	0.853
405	0.756
410	0.754
415	0.899
420	1.000
425	0.920
430	0.740
435	0.610
440	0.549
445	0.514
450	0.460
455	0.395
460	0.300
465	0.228
470	0.198
475	0.173
480	0.145
485	0.120
490	0.092
495	0.075
500	0.060
505	0.050
510	0.042
515	0.033
520	0.029
530	0.022
540	0.016
550	0.013
560	0.011
